respondent_id,itemid,response,correct,error_matrix,error_concept,error_correct,error_part_duplicated,error_other,error_wrong_item,error_empty,duplicate_A,duplicate_B,duplicate_C,duplicated
DiscoLM-mixtral-8x7b-v2,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
DiscoLM-mixtral-8x7b-v2,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
DiscoLM-mixtral-8x7b-v2,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
DiscoLM-mixtral-8x7b-v2,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
DiscoLM-mixtral-8x7b-v2,5,770700770,0,1,0,0,0,0,0,0,0,0,0,0
DiscoLM-mixtral-8x7b-v2,6,050050011,0,0,0,0,0,0,0,0,0,0,1,1
DiscoLM-mixtral-8x7b-v2,7,000111111,0,0,0,0,0,1,0,0,0,0,0,0
DiscoLM-mixtral-8x7b-v2,8,000444000,0,0,0,0,0,1,0,0,0,0,0,0
MythoMax-L2-13b,1,000000000,0,0,0,0,0,0,0,0,0,0,0,0
MythoMax-L2-13b,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
MythoMax-L2-13b,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
MythoMax-L2-13b,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
MythoMax-L2-13b,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
MythoMax-L2-13b,6,050050011,0,0,0,0,0,0,0,0,0,0,1,1
MythoMax-L2-13b,7,000102102,0,0,0,0,0,0,0,0,0,0,1,1
MythoMax-L2-13b,8,000444000,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,1,000110100,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,2,770000700,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,3,000000444,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,5,770700770,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,6,000000000,0,0,0,0,0,0,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,7,111000102,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Capybara-7B-V1p9,8,000000000,0,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-2-Yi-34B,1,000100100,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Hermes-2-Yi-34B,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-2-Yi-34B,3,060444060,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-2-Yi-34B,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-2-Yi-34B,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
Nous-Hermes-2-Yi-34B,6,000050000,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Hermes-2-Yi-34B,7,000102000,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Hermes-2-Yi-34B,8,000000000,0,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,5,770700700,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,6,370050013,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,7,101000102,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Hermes-Llama2-70b,8,000333000,0,0,0,0,0,0,0,0,0,1,0,1
Nous-Hermes-llama-2-7b,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,2,770700770,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,3,000000000,0,0,0,0,0,0,0,1,0,0,0,0
Nous-Hermes-llama-2-7b,4,000404000,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,5,770700770,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,6,000050000,0,0,0,0,0,1,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,7,111000102,0,1,0,0,0,0,0,0,0,0,0,0
Nous-Hermes-llama-2-7b,8,000333000,0,0,0,0,0,0,0,0,0,1,0,1
Mistral-7B-OpenOrca,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-OpenOrca,2,700770000,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-OpenOrca,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-OpenOrca,4,000404000,0,1,0,0,0,0,0,0,0,0,0,0
Mistral-7B-OpenOrca,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-OpenOrca,6,330050011,0,1,0,0,0,0,0,0,0,0,0,0
Mistral-7B-OpenOrca,7,111102102,0,1,0,0,0,0,0,0,0,0,0,0
Mistral-7B-OpenOrca,8,000444000,0,0,0,0,0,1,0,0,0,0,0,0
Toppy-M-7B,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,5,770700770,0,1,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,6,330050011,0,1,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,7,111102102,0,1,0,0,0,0,0,0,0,0,0,0
Toppy-M-7B,8,000444000,0,0,0,0,0,1,0,0,0,0,0,0
WizardLM-13B-V1.2,1,000110000,0,0,0,0,0,1,0,0,0,0,0,0
WizardLM-13B-V1.2,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
WizardLM-13B-V1.2,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
WizardLM-13B-V1.2,4,000404000,0,1,0,0,0,0,0,0,0,0,0,0
WizardLM-13B-V1.2,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
WizardLM-13B-V1.2,6,000050000,0,0,0,0,0,1,0,0,0,0,0,0
WizardLM-13B-V1.2,7,000000000,0,0,0,0,0,0,0,0,0,0,0,0
WizardLM-13B-V1.2,8,333444000,0,0,1,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,1,000000010,0,0,0,0,1,0,0,0,0,0,0,0
Platypus2-70B-instruct,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,3,060444060,0,1,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,5,700770700,0,0,0,0,1,0,0,0,0,0,0,0
Platypus2-70B-instruct,6,070070033,1,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,7,000112112,1,0,0,0,0,0,0,0,0,0,0,0
Platypus2-70B-instruct,8,000333444,1,0,0,0,0,0,0,0,0,0,0,0
vicuna-13b-v1.5,1,000110110,0,0,0,0,0,0,0,0,0,0,1,1
vicuna-13b-v1.5,2,700000700,0,0,0,0,0,0,0,0,0,1,0,1
vicuna-13b-v1.5,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
vicuna-13b-v1.5,4,000404400,0,1,0,0,0,0,0,0,0,0,0,0
vicuna-13b-v1.5,5,770700700,1,0,0,0,0,0,0,0,0,0,0,0
vicuna-13b-v1.5,6,050050011,0,0,0,0,0,0,0,0,0,0,1,1
vicuna-13b-v1.5,7,000102102,0,0,0,0,0,0,0,0,0,0,1,1
vicuna-13b-v1.5,8,000333000,0,0,0,0,0,0,0,0,0,1,0,1
vicuna-7b-v1.5,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
vicuna-7b-v1.5,2,700000770,0,0,0,0,0,1,0,0,0,0,0,0
vicuna-7b-v1.5,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
vicuna-7b-v1.5,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
vicuna-7b-v1.5,5,770700700,1,0,0,0,0,0,0,0,0,0,0,0
vicuna-7b-v1.5,6,000050000,0,0,0,0,0,1,0,0,0,0,0,0
vicuna-7b-v1.5,7,000102102,0,0,0,0,0,0,0,0,0,0,1,1
vicuna-7b-v1.5,8,000333000,0,0,0,0,0,0,0,0,0,1,0,1
Mistral-7B-Instruct-v0.1,1,000000110,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.1,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.1,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.1,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,6,000050000,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.1,7,000102102,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.1,8,000440000,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,3,044444044,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,4,400404004,0,0,1,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
Mistral-7B-Instruct-v0.2,6,011050011,0,1,0,0,0,0,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,7,000112000,0,0,0,0,0,1,0,0,0,0,0,0
Mistral-7B-Instruct-v0.2,8,333443333,0,0,0,0,0,1,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,4,004404400,0,1,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,5,700000770,0,0,0,0,1,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,6,070070033,1,0,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,7,000112112,1,0,0,0,0,0,0,0,0,0,0,0
Mixtral-8x7B-Instruct-v0.1,8,000444333,0,0,1,0,0,0,0,0,0,0,0,0
openchat-3.5-1210,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
openchat-3.5-1210,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
openchat-3.5-1210,3,020222020,0,1,0,0,0,0,0,0,0,0,0,0
openchat-3.5-1210,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
openchat-3.5-1210,5,770700000,0,0,0,0,0,0,0,0,0,1,0,1
openchat-3.5-1210,6,330007007,0,0,0,0,0,0,0,0,0,1,0,1
openchat-3.5-1210,7,000001001,0,0,0,0,0,1,0,0,0,0,0,0
openchat-3.5-1210,8,000333000,0,0,0,0,0,0,0,0,0,1,0,1
OpenHermes-2-Mistral-7B,1,000110000,0,0,0,0,0,1,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,2,700770700,0,0,1,0,0,0,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
OpenHermes-2-Mistral-7B,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
OpenHermes-2-Mistral-7B,6,000050011,0,0,0,0,0,1,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,7,000102000,0,0,0,0,0,1,0,0,0,0,0,0
OpenHermes-2-Mistral-7B,8,000444000,0,0,0,0,0,1,0,0,0,0,0,0
Llama-2-7B-32K-Instruct,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
Llama-2-7B-32K-Instruct,2,700000700,0,0,0,0,0,0,0,0,0,1,0,1
Llama-2-7B-32K-Instruct,3,000060000,0,1,0,0,0,0,0,0,0,0,0,0
Llama-2-7B-32K-Instruct,4,000404000,0,1,0,0,0,0,0,0,0,0,0,0
Llama-2-7B-32K-Instruct,5,770700700,1,0,0,0,0,0,0,0,0,0,0,0
Llama-2-7B-32K-Instruct,6,000011000,0,0,0,0,0,1,0,0,0,0,0,0
Llama-2-7B-32K-Instruct,7,000102102,0,0,0,0,0,0,0,0,0,0,1,1
Llama-2-7B-32K-Instruct,8,000333440,0,0,1,0,0,0,0,0,0,0,0,0
RedPajama-INCITE-7B-Chat,1,000110110,0,0,0,0,0,0,0,0,0,0,1,1
RedPajama-INCITE-7B-Chat,2,700770700,0,0,1,0,0,0,0,0,0,0,0,0
RedPajama-INCITE-7B-Chat,3,000060000,0,1,0,0,0,0,0,0,0,0,0,0
RedPajama-INCITE-7B-Chat,4,000800800,0,0,0,0,1,0,0,0,0,0,0,0
RedPajama-INCITE-7B-Chat,5,770700000,0,0,0,0,0,0,0,0,0,1,0,1
RedPajama-INCITE-7B-Chat,6,221007007,0,0,0,0,0,1,0,0,0,0,0,0
RedPajama-INCITE-7B-Chat,7,000060000,0,0,0,0,0,1,0,0,0,0,0,0
RedPajama-INCITE-7B-Chat,8,000000000,0,0,0,0,0,0,0,0,0,0,0,0
StripedHyena-Nous-7B,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
StripedHyena-Nous-7B,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
StripedHyena-Nous-7B,3,000444000,0,0,0,0,0,0,0,0,0,0,1,1
StripedHyena-Nous-7B,4,000404000,0,1,0,0,0,0,0,0,0,0,0,0
StripedHyena-Nous-7B,5,770770700,0,0,0,0,0,1,0,0,0,0,0,0
StripedHyena-Nous-7B,6,120007011,0,0,0,0,0,1,0,0,0,0,0,0
StripedHyena-Nous-7B,7,111102102,0,1,0,0,0,0,0,0,0,0,0,0
StripedHyena-Nous-7B,8,000444000,0,0,0,0,0,1,0,0,0,0,0,0
alpaca-7b,1,000110000,0,0,0,0,0,1,0,0,0,0,0,0
alpaca-7b,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
alpaca-7b,3,060444000,0,1,0,0,0,0,0,0,0,0,0,0
alpaca-7b,4,000404000,0,1,0,0,0,0,0,0,0,0,0,0
alpaca-7b,5,770700770,0,1,0,0,0,0,0,0,0,0,0,0
alpaca-7b,6,050011050,0,0,0,0,0,1,0,0,0,0,0,0
alpaca-7b,7,102000102,0,0,0,0,0,1,0,0,0,0,0,0
alpaca-7b,8,000443000,0,1,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,1,000000000,0,0,0,0,0,0,0,1,0,0,0,0
SOLAR-0-70b-16bit,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
SOLAR-0-70b-16bit,6,070070033,1,0,0,0,0,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,7,000103103,0,0,0,0,1,0,0,0,0,0,0,0
SOLAR-0-70b-16bit,8,000333444,1,0,0,0,0,0,0,0,0,0,0,0
Yi-34B-Chat,1,000100110,0,0,0,0,0,1,0,0,0,0,0,0
Yi-34B-Chat,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
Yi-34B-Chat,3,000464000,0,1,0,0,0,0,0,0,0,0,0,0
Yi-34B-Chat,4,000404400,0,1,0,0,0,0,0,0,0,0,0,0
Yi-34B-Chat,5,700700770,0,0,0,0,0,0,0,0,0,0,1,1
Yi-34B-Chat,6,000050000,0,0,0,0,0,1,0,0,0,0,0,0
Yi-34B-Chat,7,111102111,0,0,0,0,0,1,0,0,0,0,0,0
Yi-34B-Chat,8,000333000,0,0,0,0,0,0,0,0,0,1,0,1
gpt-4-0613,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,5,770700700,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,6,270070033,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,7,000112112,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-0613,8,000333444,1,0,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,2,770000770,1,0,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,4,000404404,1,0,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,5,007077007,0,0,0,0,0,1,0,0,0,0,0,0
gpt-3.5-turbo-0301,6,070070033,1,0,0,0,0,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,7,000101101,0,0,0,0,1,0,0,0,0,0,0,0
gpt-3.5-turbo-0301,8,000444000,0,0,0,0,0,1,0,0,0,0,0,0
gpt-4-vision,1,000000100,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,2,770000700,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,3,000666000,1,0,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,4,000404000,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,5,700000770,0,0,0,0,1,0,0,0,0,0,0,0
gpt-4-vision,6,030030022,0,0,1,0,0,0,0,0,0,0,0,0
gpt-4-vision,7,000102112,0,1,0,0,0,0,0,0,0,0,0,0
gpt-4-vision,8,000333444,1,0,0,0,0,0,0,0,0,0,0,0
